,category,dev,dev_category,dev_loc,explain,org,purpose,regis_day,service,service_category,service_start,title
1347,웹사이트 ( ),박성식,,서울특별시,"['김해시 음식점정보조회 서비스는 해당 지역의 음식점 정보와 각 음식점들의 메뉴와 위치 등 상세 정보를 조회 할 수 있으며 김해시의 대표 맛집 100곳을 조회 할 수 있는 서비스이다.', '김해시 시정정보조회 서비스는 김해시청의 실시간 공지사항 정보와 김해시청의 채용공고 목록을 조회 할 수 있는 서비스이다.', '김해시 관광지정보서비스는 김해시의 주요 장소 정보를 조회하고 관광문화행사, 문화유산정보, 김해시를 대표하는 볼거리나 먹거리를 조회 할 수 있는 서비스이다.']","['경상남도 김해시', '경상남도 김해시', '경상남도 김해시']","- 김해맛집
- 김해문화유적
- 김해볼거리, 먹거리
- 김해소식
- 김해학교
- 김해병원 및 약국
- 김해 어린이집 정보제공",2014-08-08,"['음식점 정보조회서비스', '시정정보 조회서비스', '관광지정보조회서비스']",분류 : 문화관광,2014-08-08,김해인포
1348,웹사이트 ( ),손봉균,기타,서울특별시,"['전국 자전거보관소 정보(보관소위치, 공기주입기비치여부, 수리대설치여부 등)를 제공합니다. 공공데이터 개방 표준데이터 속성정보(표현형식/단위 등)는 행정자치부에서 고시한 [공공데이터 개방 표준]을 참고하시기 바랍니다.']",['공공데이터활용지원센터'],"1. 전국 자건거 판매점 검색
2. 자전거 브랜드 (제조사) 홈페이지 링크 모음
3. 자전거 동호회 링크 모음
4. 도로명 주소 안내
5. 전국 자전거 보관소 현황",2014-08-08,['전국자전거보관소표준데이터'],분류 : 교통물류,2014-08-08,바이크동
1349,웹사이트 ( ),다음커뮤니케이션,,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.']",['한국관광공사'],"제주도여행, 강원도가족여행코스, 혼자하는부산여행, 당일치기여행 등과 같은 검색어를 스마트앤서 형태로 국내 여행 정보를 제공합니다.",2014-08-07,['국문 관광정보 서비스'],분류 : 문화관광,2014-08-07,다음 국내관광 검색
1350,웹사이트 ( ),김은진,,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 영문으로 제공한다.']",['한국관광공사'],"관광가이드 : 한국에서 추천할 만한 관광지를 소개하였습니다.
쇼핑가이드 : 한국에서 추천할 만한 쇼핑센터를 소개하였습니다.",2014-08-06,['영문 관광정보 서비스'],분류 : 보건의료,2014-08-06,한국성형미용협회
1351,모바일앱 ( 안드로이드 ),정태섭,,,"['TM 좌표기반으로 가까운 측정소 정보를 제공하고, 측정소 상세정보 및 읍면동 이름으로 TM 기준좌표 내역을 제공하는 측정소정보 조회 서비스', '미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스']","['한국환경공단', '한국환경공단']","1. 오염물질이 배출되고 있는 위치를 지도상에서 선택하면 그곳의 위치정보(경위도, 주소) 얻어온다.
2. 오염물질의 종류, 배출량, 배출높이 등을 입력한다.(실제 대기모델 계산은 오염물질의 종류에는 무관하다)
3. 기상청으로부터 선택한 지점에서 가장 가까운 기상자료(3시간 간격의 예보 자료임)를 읽어온다.
4. 만약, 국내가 아닌 외국의 경우를 계산한다면 야후에서 제공하고 있는 세계 기상자료를 이용한다.(국내의 경우 우리 기상청 자료와 비교하여 보면 다소 차이가 있음을 알 수 있다)
5. 대기확산 모델을 이용하여 농도를 예측한다. 예측범위는 바람방향으로 최대 80km 까지 계산된다. 이때 기상청의 자료 및 경위도, 그 시각 등을 이용한 그 곳, 그때의 대기의 안정도를 계산하여 모델에 이용한다.
6. 계산 결과 및 예측 상황의 이해에 도움이 될 수 있도록 우리나라의 대기질 환경기준을 참조할 수 있도록 하였다.
7. 주변의 실제 대기질 농도를 알아볼 수 있도록 전국의 대기질 자동 측정망(317지점)에서 축정되고 있는 SO2, CO, NO2, O3, PM10의 24시간 데이터를 그래프로 제공하였다.",2014-08-05,"['측정소정보 조회 서비스', '대기오염정보 조회 서비스']",분류 : 환경기상,,전국 대기오염 예측 EnviModel
1352,웹사이트 ( ),이상진,,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.']",['한국관광공사'],"1. 여행테마 카테고리 : 자연, 문화, 레저, 쇼핑, 음식, 여행코스, 숙박, 축제, 나의 주변 검색
2. 지역 선택",2014-08-04,['국문 관광정보 서비스'],분류 : 문화관광,2014-08-04,샌달스
1353,기타 ( ),이은영,,,"['미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스']",['한국환경공단'],"1. 통합대기환경지수를 그래프 또는 이미지로 표현
2. 미세먼지 오존 일산화탄소 등의 정보를 텍스트 또는 이미지로 표현",2014-07-29,['대기오염정보 조회 서비스'],분류 : 환경기상,,eLiveAD 통합환경정보
1354,"모바일앱 ( 안드로이드 , iOS )",(주)모두컴퍼니,,,"['인천 소재 모든 공영주차장의 위치, 주차면수, 급지, 무료시간, 요금 등을 볼 수 있습니다.', '인천 소재 공영주차장 위치, 주차면수, 급지, 무료시간, 요금 등을 csv파일로 볼 수 있습니다.', '']","['인천광역시', '인천광역시', '기타']","※ 주요 기능
- 필터를 통해 손쉽게 내가 원하는 주차장 정보만 선택해 조회가능
- 현재위치 주변과 목적지 주변 주차장 정보도 검색버튼(Google Map 기반)을 통해 가능
- 표시된 주차장 정보를 가격순, 거리순으로 나열해 비교 선택이 용이하도록 제공
- 주차공유 기능을 통해 본인의 주차장을 공유하고, 수익을 가져갈 수 있도록 함
- 타인이 공유한 주차장에 주차신청을 통해 주차하고, 주차요금을 모바일로 결제할 수 있도록 함
- 공유 주차장 주차 시 주차현황 페이지를 통해 주차현황을 확인하고 주차장 사용종료 시간을 푸쉬 메세지로 안내함",2014-07-29,"['2014. 5월 현재 인천 전체 공영주차장 현황', '2014. 5월 현재 전체 공영주차장 현황(csv파일)', '인천시 공영주차장 정보']",분류 : 교통물류,,모두의주차장
1355,모바일앱 ( iOS ),이희만,기타,,[''],['기타'],"운행중인 시내버스의 실시간 도착예정시간, 현재위치, 기․종점 출발예정시각 정보 제공합니다.",2014-07-28,['대전광역시 대전교통정보센터 - 정류장 버스도착정보'],분류 : 교통물류,,대전버스
1356,모바일앱 ( 안드로이드 ),GloriousDay,기타,,[''],['기타'],"* 노선 조회
- 이용자가 조회 노선을 지나는 정류장을 확인하고 실시간 버스 위치 확인
- 대전시광역시 버스도착예정정보 OPEN API 노선위치정보 이용

* 정류장 조회
- 이용자가 조회 정류장을 지나는 노선을 확인하고 도착 예정시간 및 버스 이동방향, 남은 정류장 수 확인
- 대전시광역시 버스도착예정정보 OPEN API 정류장 버스도착정보 이용",2014-07-28,['대전광역시 대전교통정보센터 - 정류장 버스도착정보'],분류 : 교통물류,,대전버스
1357,모바일앱 ( 안드로이드 ),김재엽,,서울특별시,"['미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스']",['한국환경공단'],"위젯-1시간마다 미세먼지 정보 표시
1-미세먼지와 통합대기지수,오존,일산화탄소,이산화질소, 아황산가스 정보 제공
2-미세먼지 예보와 예측모델 제공",2014-07-23,['대기오염정보 조회 서비스'],분류 : 환경기상,2014-07-23,미세먼지 위젯
1358,모바일앱 ( 안드로이드 ),와이즈모바일(주),기타,,"['전국 주차장 정보(주차장 장소, 운영요일 등)를 제공합니다.']",['공공데이터활용지원센터'],"1) 내 주변 (무료, 조건부 무료 / 유료[공영]) 주차장 검색
: 무료 주차장 이용안내 및 조건부 무료 및 주차비 할인받을 수 있는 구체적인 방법 제공
: 1km, 2km, 3km 등 거리 설정 검색 가능
* 길안내 내비게이션 서비스 연동
2) 조건 구분
: 30분 무료, 토요일 또는 일요일 무료, 신용카드 결제 등으로 검색 가능
3) 지역별 주차장 검색 – 시도별/구별
- 일반정보 : 주소, 유형, 주차면수
- 전체운영시간, 무료(평일, 토요일, 일요일) 운영시간, 유료운영시간
- 주차 요금(시간요금, 일정액 요금, 월정액 요금)
4) 주차시간 알람서비스
- 입차시간 입력을 통해서, 5분전/ 10분전 알람 제공
5) 주차위치(찾기 서비스)
- 주차 후 사진촬영 및 위치, 기둥번호 입력을 통해서, 본인이 주차한 공간을 쉽게 찾음
6) 즐겨찾기(목적지 검색 가능)
: 자주 가는 주차장을 리스트에 저장할 수 있고 관리가능
7) 날씨정보 (상단을 터치하면, 팝업으로 두둥 뜹니다. ^^)
: 위치 기반으로 3시간 간격의 기상청 동네예보 서비스를 제공해 드립니다.",2014-07-21,['전국주차장표준데이터'],분류 : 교통물류,,파킹박 (ParkingPark)
1359,모바일앱 ( 안드로이드 ),와이즈모바일(주),,,"['중기예보정보는 기상전망, 육상예보, 기온, 해상예보 정보를 조회하는 서비스입니다.']",['기상청'],"1. 주요 서비스(날씨위젯 포함)
- 이용자 위치기반으로 상황조건별 맞춤형 날씨(대도시,등산,바다,골프장,프로야구.축구장)서비스 제공
- 다양한 디자인의 날씨위젯 서비스 제공
(현재날씨, 오늘/내일, 주간예보, 갤노트 등) : 날씨아이콘, 글자색, 투명도 개인별 설정 가능
- 이용자가 메뉴 선택을 하지 않고, 메인화면에서 원하는 정보를 확인하게 하는 UI
- 앱 안의 커뮤니티 '날씨카페'서비스를 통해서, 실시간 날씨정보 공유 및 SNS 서비스

2. 주요 서비스 내용
(1) 위치기반 및 상황조건에 따른 메인UI가 변화하는 날씨정보 제공
(2) 과거 1일을 포함한 7일간의 기온변화를 통한 체감형 날씨안내
(3) 다양한 디자인의 '날씨위젯'서비스 : 지속적인 업데이트
(4) 어제와 오늘과의 시간대별 기온차이를 안내해 줌으로써 상대적인 날씨안내
(5) 현재 날씨변화에 따른 배경이미지 변경
(6) 날씨카페, SNS 연계형 날씨정보 공유 – 양방향 서비스 제공가능
(7) 날씨카페를 통한 이벤트 및 다양한 제휴서비스 제공 예정입니다.",2014-07-21,['중기예보정보조회서비스'],분류 : 환경기상,,오픈웨더
1360,모바일앱 ( 안드로이드 ),정창훈,,서울특별시,['노선에 대한 정보 제공'],['서울특별시'],"▶ 사용방법
- GPS ON 설정
- 버스 도착지 알람 메뉴 선택
- 버스번호와 도착지 선택
- 알람 설정 완료
- GPS와 통신 가능한 상태 유지
- 도착지 근처에 도착하면 알람 발생",2014-07-18,['노선정보조회 서비스'],분류 : 교통물류,2014-07-18,버스 도착지 알람
1361,웹사이트 ( ),육영민,기타,서울특별시,"['서대문구에 소재하고 있는 병원현황입니다', '관내 병의원 및 약국현황 [병원(약국)명, 주소, 전화번호)']","['서울특별시 서대문구', '부산광역시 북구']","1. 카테고리 : 성형외과, 피부과, 안과, 산부인과, 치과
2. 규모 : 의원, 종합병원, 치과의원, 한방병원, 병원, 한의원, 치과병원, 정신병원, 요양병원, 부속병의원, 기타, 노인전문병원, 보건소, 조산원",2014-07-18,"['병원현황(2014년)', '병원현황(2013. 9월)']",분류 : 보건의료,2014-07-18,MediMap
1362,모바일앱 ( 안드로이드 ),임현승,,,"['각종 기상자료를 응용하여 일반 국민의 일상생활 및 보건에 활용할 수 있도록 생산된 정보인 생활기상지수( 부패지수, 체감온도 등)를 특정위치(지점번호)별로 조회할 수 있는 서비스 입니다.\n*산불위험지수, 실효습도, 황사영향지수는 서비스 되지 않습니다.']",['기상청'],"1. 알 림 : 블로그 및 트위터 소식 제공
2. 공 원 : 기상정보 및 위치안내 정보 제공
3. 취 미 : 자전거, 수영장, 낚시터 등 안내 정보 제공
4. 운 동 : 농구장, 배구장, 축구장 등 안내 정보 제공
5. 교 통 : 뉴스, 지하철, 버스, 자동차 등 탑승 안내 정보 제공",2014-07-17,['생활기상지수조회'],분류 : 환경기상,,서울 한강공원
1363,모바일앱 ( iOS ),남궁성민,,서울특별시,"['미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스']",['한국환경공단'],"1. 실시간 대기정보 : 현재위치 또는 관심측정소의 통합대기정보 확인
2. 시도별 전체보기 : 시도별 전체 통합대기정보 확인
3. 지수별 행동요령 : 대기물질별 지수 등급에 따른 행동요령
4. 더보기 : 기타 설정 및 가이드",2014-07-15,['대기오염정보 조회 서비스'],분류 : 환경기상,2014-07-15,통합대기정보
1364,웹사이트 ( ),이유진,,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.']",['한국관광공사'],"캠핑장을 검색하여, 근처 여행지/축제 정보를 제공합니다.
또한 여행지/축제 정보를 보면서 근처에 캠핑장정보를 함께 제공합니다.
- 메뉴 : 실시간예약현황, 캠핑장정보, 커뮤니티, 이벤트, 고객센터, 캠핑원쇼핑몰",2014-07-14,['국문 관광정보 서비스'],분류 : 문화관광,2014-07-14,캠핑원
1365,모바일앱 ( 안드로이드 ),최근호,,서울특별시,"['전국 및 지방자치단체 시내버스의 실시간 위치정보를 버스 노선별, 노선 정류소별로 조회한다.\n시내버스 정류장정보, 노선정보, 도착예정정보, 노선운행정보, 위치정보 테이블에 실시간 정보로 제공된다.', '전국 및 지방자치단체 시내버스 노선 정보를 정류장정보 테이블의 정보를 활용하여 제공하며, 노선번호 목록, 노선별경유 정류소 목록, 노선정보항목 등을 조회할 수 있다.']","['국토교통부', '국토교통부']","- 즐겨찾기 기능
- 정류장명으로 검색하여 버스도착정보 조회
- 노선명으로 검색하여 노선정보, 버스도착정보, 정류장위치 조회
- 저상버스 위치 조회
- 주변 버스정류장 찾기
- 전광판보기기능
- 버스 경로찾기
- 첫차/막차 시간 조회",2014-07-10,"['버스위치정보조회서비스', '버스노선정보조회서비스']",분류 : 교통물류,2014-07-10,대구버스
1366,웹사이트 ( ),투어이천,,서울특별시,"['출국 전 꼭 참고해야할, 국가의 공지사항 목록정보와 상세정보를 조회할 수 있다.', '외교부에서 지정하는 여행 유의, 자제, 제한 등 해외 여행경보 대상국가 목록 및 상세정보를 조회할 수 있다.\n\n여행유의(일부): 방콕 및 논타부리 주 전역, 빠툼타니 주 및 사뭇쁘라깐 주 방콕 접경 지역여행자제(일부): 수린주,시사켓주의 캄보디아와의 국경지역여행제한(일부): 나라티왓 주, 파타니 주, 얄라 주, 송크흘라 주 남부 말레이시아 인접지역', '인천공항 취항항공사 현황조회', '외교부에서 지정하는 여행금지 국가 목록정보 및 상세정보를 조회할 수 있다.', '출국 전 꼭 참고해야할, 국가의 공지사항 목록정보와 상세정보를 조회할 수 있다.', '여권 분실 등 해외 여행 중 도움이 필요한 경우 해외 국가의 현지 대사관 연락처 등 연락처 목록 및 상세정보 조회가 가능하다.', '사건 사고가 발생한 국가명, 대륙, 사건사고 현황 등 목록정보 및 사고 내용에 대한 상세 정보를 조회할 수 있다.', '외교부에서 지정하는 여행 유의, 자제, 제한 등 해외 여행경보 대상국가 목록 및 상세정보를 조회할 수 있다.\n여행경보제도 목록조회 시 영문국가명으로 조회하여야하고 첫글자는 대문자이어야 한다. ex) Japan']","['외교부', '외교부', '인천국제공항공사', '외교부', '외교부', '외교부', '외교부', '외교부']","1. 실시간항공권
2. 해외여행
3. 국내여행
4. 자유여행
5. 호텔
6. 기획전
7. 홈쇼핑
8. 법인상용",2014-07-10,"['국가별 공지사항 목록조회', '여행경보제도', '[인천공항] 취항항공사 현황 조회', '여행금지제도', '국가별 공지사항 목록조회', '현지 연락처', '사건사고 현황', '여행경보제도']",분류 : 문화관광,1999-04-01,투어2000 여행사
1367,웹사이트 ( ),노랑풍선,,서울특별시,"['외교부에서 지정하는 여행 유의, 자제, 제한 등 해외 여행경보 대상국가 목록 및 상세정보를 조회할 수 있다.\n\n여행유의(일부): 방콕 및 논타부리 주 전역, 빠툼타니 주 및 사뭇쁘라깐 주 방콕 접경 지역여행자제(일부): 수린주,시사켓주의 캄보디아와의 국경지역여행제한(일부): 나라티왓 주, 파타니 주, 얄라 주, 송크흘라 주 남부 말레이시아 인접지역']",['외교부'],"1. 해외패키지
2. 자유여행
3. 허니문
4. 골프
5. 국내여행
6. 부산/대구출발
7. 크루즈
8. 성지순례
9. 항공권",2014-07-09,['여행경보제도'],분류 : 문화관광,2014-07-09,노랑풍선
1368,웹사이트 ( ),김미애,,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.']",['한국관광공사'],"1. INTRODUCTION : CEO인사말, 호텔연혁, 호텔현황, 찾아오시는길
2. ACCOMMODATION : 더블, 트윈, 온돌, 세미스위트, 스위트
3. RESERVATION : 예약하기, 예약확인
4. FACILITIES : 레스토랑, 스포츠마사지, 스크린골프
5. TOURISM : 주변관광지, 테마여행지
6. NEWS&EVENT : 뉴스, 이벤트, 고객의 소리",2014-07-09,['국문 관광정보 서비스'],분류 : 문화관광,2014-07-09,올림픽호텔
1369,모바일앱 ( 안드로이드 ),오유진,,경기도,"['해당 노선의 운행차량에 대한 현재 위치(정류소)와 막차, 저상버스 여부 등에 대한 실시간 운행정보를 제공한다.', '정류소와 노선번호을 기준으로 첫번째/두번째 도착예정 버스의 위치정보와 도착예정시간, 빈자리, 저상버스 정보를 제공하는 버스도착정보조회 서비스', '해당 노선에 대해 노선번호, 노선ID, 노선유형, 운행지역 등의 일반정보를 제공한다.']","['경기도', '경기도', '경기도']","가. 제공 기능
1. 홈스크린 위젯기능 제공 (1*1, 2*1)
- 앱을 실행하지 않고 도착정보를 확인 가능합니다.
2. 홈스크린에서 알람기능 제공
- 앱을 실행하지 않고 도착정보 알림을 등록가능합니다.
3. 스케줄 알람 기능 제공
- 지정한 요일과 시간에 도착정보를 자동으로 알립니다.
- 앱을 실행하지 않아도 도착정보를 받을 수 있어 편리합니다.
4. 홈스크린 바로가기 기능 제공
- 3개 화면에 대한 바로 가기 기능을 제공하여, 빠른 시간안에 해당화면으로 이동할수 있습니다.
5. 버스 노선 조회
6. 버스 정류장 검색
7. 버스 알람 기능 지원
8. 즐겨찾기 기능 지원
9. 검색 이력 지원
10. 주변정류장 검색
11. 주변정류장 검색 반경 설정가능
12. 위치서비스, 알림음, 진동 설정 가능
13. 새로고침 시간 설정 가능
14. 즐겨찾기 백업,복구, 일괄삭제 기능제공
15. 최근 검색 이력 기능, 초기화 기능 제공",2014-07-08,"['버스 위치 정보 조회 서비스', '버스 도착 정보 조회 서비스', '버스노선 조회 서비스']",분류 : 교통물류,2014-07-08,서울경기인천 버스
1370,"웹사이트 ( 윈도우 , 기타 )",이은영,,서울특별시,['6자리 우편번호를 도로명주로 기준으로 조회하는 도로명주소조회서비스'],['과학기술정보통신부 우정사업본부'],"통합 검색, 도로명으로 지번 찾기, 지번으로 도로명 찾기 등의 메뉴와 검색이 완료되면 도로명주소, 지번주소, 영문 주소, 찾은 위치 지도 등이 디스플레이 됩니다.",2014-07-07,['(구)도로명주소조회서비스'],분류 : 국토관리,2014-07-07,도로명 신주소 안내시스템
1371,웹사이트 ( ),박지협,,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.']",['한국관광공사'],"1. 전국 특별시/광역시/자치시(도)/도 로 구분되어 있고 각 지역별 캠핑장 정보를 제공해 줍니다.
2. 캠핑장 사진, 설명, 주요정보, 로드뷰, 지도, 주변 관광지, 주변 캠핑장을 제공합니다.",2014-07-06,['국문 관광정보 서비스'],분류 : 문화관광,2014-07-06,캠프위크
1372,모바일앱 ( 안드로이드 ),임정목,,,[''],['기타'],"지수에 따른 행동 지침들을 알려줍니다
현재의 자외선 지수를 지인들과 공유할 수 있습니다(카카오톡)
위젯으로 간편하고 빠르게 현재 자외선 지수를 알 수 있습니다.
푸쉬기능을 이용하여 매일 오후 1시에 자외선 정보를 받을 수 있습니다.",2014-07-05,['자외선정보'],분류 : 환경기상,,오늘의 자외선
1373,모바일앱 ( 안드로이드 ),정상준,,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 중문 번체로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 중문 간체로 제공한다.']","['한국관광공사', '한국관광공사']","1. 아이타비 전용폰 : 아이타비는 전용 휴대폰에 제공되는 서비스로 제휴여행 상품을 구매한 여행객들에게 제공됩니다.
2. 4개의 언어팩 : 언어 설정 버튼을 누르면 모든 서비스를 4개 국어로 제공합니다 (일본어, 중국어 간체 번체, 영어, 한국어)
3. 안전한 여행을 위해 : 대사관, 경찰서, 응급실 및 관광경찰을 빠르게 연결합니다.
4. 주변 쿠폰과 POI 정보 : 주변의 8개 카테고리, 6만 POI 정보와 모바일 할인쿠폰, 무료혜택을 제공 (거리, 가는 방법 제공)
5. 스마트호텔 : 호텔 자동체크인, 호텔객실도어 열고 닫기, 객실 에어컨 및 TV 콘트롤을 아이타비 폰으로..
6. 데이터 공유 : 친구들과 데이터를 공유해 사용할 수 있는 테더링 기능
7. 무엇이든 물어보세요 : 버튼만 누르면 1330으로 연결하여 4개국어로 언제든지 통화 가능
8. 모바일 T-머니 : 티머니 카드를 살 필요없이 모바일로 티머니 사용 가능
9. 나의 출국정보 : 나의 출국편 항공기 상황을 실시간으로 정확하게 확인할 수 있어요.
10. 외국인들이 만든 리뷰 : 오직 아이타비에서만 제공하는 여행객들의 생생한 맛집과 명소 탐방 이야기가 제공됩니다. (With Tripvi)
11. 기타 30여가지 앱 : Facebook, LINE, Kakaotalk 및 필수앱을 각 언어별로 제공합니다.",2014-07-04,"['중문 번체 관광정보 서비스', '중문 간체 관광정보 서비스']",분류 : 문화관광,2014-07-04,아이타비 (iTaBi)
1374,모바일앱 ( 안드로이드 ),조성호,,,"['전국 병‧의원 정보를 조회하기 위한 서비스로서 주소별, 기관별로 조회할 수 있다', '전국 응급의료기관 정보를 조회하기 위한 서비스로서 실시간 응급실 가용병상정보 및 중증질환 수용가능정보, 위치정보등을 조회할 수 있다.']","['국립중앙의료원', '국립중앙의료원']","1. 내주변 진료과목별 병원찾기
2. 병원명으로 병원찾기
3. 긴급상황에서 응급실등이 있는 가장가까운 병원찾기
4. 관절, 수지접합, 척추등의 전문병원 찾기
5. 내 주변약국 찾기
6. 건강검진 정보 확인하기",2014-07-01,"['전국 병‧의원 찾기 서비스', '전국 응급의료정보조회 서비스']",분류 : 보건의료,,착한병원 착한의사
1375,모바일앱 ( 안드로이드 ),백종현,,서울특별시,"['미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스']",['한국환경공단'],"- 오전 6시, 오후 12시, 오후 6시 기준
온도, 체감온도, 바람(풍속), 강수확률, 습도, 미세먼지, 최저/최고온도, 날씨(비, 눈 등)
- 주간날씨 (총 9일, 최저/최고온도 및 날씨정보)
- 어제의 날씨. 온도와 한눈에 비교 가능
- 오전 6시, 오후 12시, 오후 6시를 기준으로 현재 온도 확인 가능
- 캐릭터는 온도에 따라 변하며 총 7단계로 구분
- 날씨 아이콘은 맑음, 구름조금, 구름많음, 눈, 비.",2014-07-01,['대기오염정보 조회 서비스'],분류 : 환경기상,2014-07-01,대구날씨의 모든 것
1376,모바일앱 ( 안드로이드 ),민승기,,서울특별시,"['실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.\n\n2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.']",['기상청'],"1. 일상생활 속에서 필요한 실시간 생활날씨 정보를 한눈에 볼수 있도록 구현
2. 자외선지수, 불쾌지수, 체감온도지수, 열지수, 식중독지수, 피부질환지수 등
3. 한번에 체크하고, 알림 기능 및 카카오톡 공유 기능을 통해 원하는 시간에 알람으로 정보를 받을 수 있음",2014-06-26,['(구)동네예보정보조회서비스'],분류 : 환경기상,2014-06-26,생날정보
1377,웹사이트 ( ),김민경,,서울특별시,"['전국어린이놀이시설의 우수시설정보(우수시설일련번호, 놀이시설일련번호, 놀이시설명, 지역분류코드)를 제공한다.']",['행정안전부'],"1. 서비스 선택
2. 데이터 구조 트리
3. 데이터 뷰
4. 서비스 선택 영역: 서울 열린 데이터광장 및 기타 오픈데이터 서비스 선택
5. 드랍존 : 트리에 있는 데이터를 마우스로 드래그&드랍 하면 잘려진 데이터가 리스팅
6. 파일 저장 : 데이터를 화일로 저장하고 화일로 부터 불러올 수 있는 기능",2014-06-26,['전국우수어린이놀이시설정보서비스'],분류 : 교육,2014-06-26,BICube Open Data
1378,웹사이트 ( ),주식회사 제주모바일,,제주특별자치도,"['실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.\n\n2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.']",['기상청'],"1. 회사소개
2. 쿠폰신청
3. 이용방법
4. 이용가능 관광지
5. 이벤트 패키지
6. 항공·렌터카·숙박
7. 게시판
8. 마이페이지
9. 채용공고",2014-06-24,['(구)동네예보정보조회서비스'],분류 : 문화관광,2014-06-24,제주모바일
1379,"모바일앱 ( 안드로이드 , 윈도우 )",조용만,,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.']",['한국관광공사'],"1. 펜션의 지도 보기를 클기하면 주면 관광지와 축제, 음식점 정보를 함께 제공합니다.
2. 실시간으로 펜션 예약정보를 반영하여 펜션정보를 제공합니다.",2014-06-23,['국문 관광정보 서비스'],분류 : 문화관광,2014-06-23,펜션할인의 강자 스테이스토어
1380,웹사이트 ( 기타 ),박성식,기타,서울특별시,['서대문구에 소재하고 있는 병원현황입니다'],['서울특별시 서대문구'],"1. 전국 초중고 학교 - 전국 1만 1천개의 학교정보를 제공합니다. (학교명, 주소, 연락처, 홈페이지, 지도 등)
2. 전국 어린이집 정보 - 전국 4만개의 어린이집 정보를 제공합니다. (상호명, 주소, 보육비, 연락처, 정원, 평가인증 등)
3. 전국 약국 정보 - 전국 2만 1천개의 약국정보를 제공합니다. (약국명, 주소, 전화번호, 근무시간, 지도 등)
4. 전국 병원 정보 - 전국 6만 1천개의 병원정보를 제공합니다. (병의원명, 주소, 연락처, 근무시간, 지도 등)
5. 전국 날씨 정보 - 전국 5만여 지역의 날씨정보를 제공합니다.",2014-06-23,['병원현황(2014년)'],분류 : 보건의료,2014-06-23,이지서치
