explain,org,service
,기타,"전라남도 숙박정보, 전시공연/테마파크정보, 특산품정보 등"
"외교부에서 지정하는 여행 유의, 자제, 제한 등 해외 여행경보 대상국가 목록 및 상세정보를 조회할 수 있다.

여행유의(일부): 방콕 및 논타부리 주 전역, 빠툼타니 주 및 사뭇쁘라깐 주 방콕 접경 지역여행자제(일부): 수린주,시사켓주의 캄보디아와의 국경지역여행제한(일부): 나라티왓 주, 파타니 주, 얄라 주, 송크흘라 주 남부 말레이시아 인접지역",외교부,여행경보제도
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 영문으로 제공한다.",한국관광공사,영문 관광정보 서비스
,기타,주택금융공사 전세자금 대출금리
6자리 우편번호를 도로명주로 기준으로 조회하는 도로명주소조회서비스,과학기술정보통신부 우정사업본부,(구)도로명주소조회서비스
"- 기후변화에 능동적으로 신체를 대처할수 있는 보건기상지수(뇌졸중가능지수, 피부질환가능지수, 감기가능지수, 꽃가루농도위험지수 등 5종)를 특정위치(지점번호)별로 조회할 수 있는 서비스 입니다.
- (신)보건기상지수 서비스를 신청하시기 바랍니다",기상청,보건기상지수
"각종 기상자료를 응용하여 일반 국민의 일상생활 및 보건에 활용할 수 있도록 생산된 정보인 생활기상지수( 부패지수, 체감온도 등)를 특정위치(지점번호)별로 조회할 수 있는 서비스 입니다.
*산불위험지수, 실효습도, 황사영향지수는 서비스 되지 않습니다.",기상청,생활기상지수조회
"지리정보와 통계정보를 활용해 소지역 단위(집계구) 마트 정보를 획득하는 API
이를 위해 집계구 단위, 행정구역 단위, 행정구역 경계, 집계구 경계 등을 세부 URL을 통해 얻을수 있다
* 현재 서비스 중인 SGIS Open API는 한국측지계(TM 중부원점) 기준이며, 2015년 상반기부터는 세계측지계 기준으로 서비스할 예정입니다.",통계청 통계정보국,SGIS OpenAPI
,기타,경기도 양주시 - 양주시 모범음식점 위치현황(세계측기계)
,기타,충청북도 충주시 - 병의원관리
,기타,충청북도 충주시 - 장애인 등록 현황(통계)
"전주시 버스운행관련 실시간 버스 위치 및 도착정보, 노선별 접근버스 정보, 정류장별 접근버스 정보 등을 조회할 수 있다.",전라북도 전주시,실시간운행정보서비스
,기타,충청북도 충주시 - 경로당 등록 현황
"시민소비생활에 직결되는 26개 품목에 대한 물가지수
- (참고사항)서울, 인천, 광주, 대전, 경기, 충북, 충남, 경남에서만 사용하는 통계표
○ 출처 : 통계청",서울특별시,서울시 소비자물가지수 (주요 품목별)
관내 국가지정문화재 및 시지정문화재 정보 제공을 위한 문화재 현황,광주광역시 북구,관내 문화재 현황
"광산구 문화재 목록, 주소현황",광주광역시 광산구,광산구 문화재 현황
"주요지형지물 명칭, 위치",광주광역시,광주광역시 주요지형지물 위치도
,기타,농수산식품 등급별 가격 정보
,기타,대전 교통 정보
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
,기타,공영주차장 정보
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"나라장터 개찰결과, 최종낙찰자 정보를 조회 할 수 있는 서비스이다.",조달청,낙찰정보
동물보호관리시스템의 유기동물 정보를 조회할 수 있다.,농림축산식품부 농림축산검역본부,동물보호관리시스템 유기동물 조회 서비스
,기타,제주관광정보
,기타,제주관광정보
,기타,충청북도 버스정보
,기타,충청북도 관광정보
,기타,충청북도 관광정보
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
,기타,부산광역시 자전거 현황
"정류소명, ARS번호, 위치정보 등의 정류소정보조회와 버스종류, 첫차/막차 시간 등의 노선정보조회, 특정노선의 버스위치, 차량번호 등의 노선정류소조회, 특정정류소를 경유하는 노선의 남은 도착시간 및 정류소 수, 차량번호 등의 정류소별 실시간버스위치, 특정 정류소 및 노선의 남은 도착시간 및 정류소 수, 차량번호 등을 제공하는 부산시 시내버스 운행정보 서비스",부산광역시,부산시 시내버스 운행정보 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 중문 간체로 제공한다.",한국관광공사,중문 간체 관광정보 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 일문으로 제공한다.",한국관광공사,일문 관광정보 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 영문으로 제공한다.",한국관광공사,영문 관광정보 서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.

2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.",기상청,(구)동네예보정보조회서비스
"전국 시외버스 정보를 시외버스정보, 시외버스 배차/잔여석 정보, 시외버스 요금정보 테이블을 활용하여 제공한다. 시외버스 정보는 출/도착지 기반, 버스등급목록, 시외버스 터미널 목록 및 터미널별 시외버스 목록정보를 조회할 수 있다.",국토교통부,시외버스정보 서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
,기타,안전행정부 - 중앙행정기관 주요 직위 명부
"실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.

2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.",기상청,(구)동네예보정보조회서비스
,기타,실시간 미세먼지
"전국 및 지방자치단체 시내버스 정류소에 따른 버스 도착정보를 정류장정보, 도착예정정보, 노선운행정보, 위치정보 테이블을 활용하여 제공한다. 조회는 정류소별, 정류소별 특정노선에 대한 도착정보를 조회할 수 있다.",국토교통부,도착정보조회서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.

2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.",기상청,(구)동네예보정보조회서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 영문으로 제공한다.",한국관광공사,영문 관광정보 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
,기타,전라남도 순천시 - 순천만자연생태공원
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
공연전시정보조회서비스,한국문화정보원,공연전시정보조회서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 중문 번체로 제공한다.",한국관광공사,중문 번체 관광정보 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.

2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.",기상청,(구)동네예보정보조회서비스
"초단기실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.",기상청,(신)동네예보정보조회서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"TM 좌표기반으로 가까운 측정소 정보를 제공하고, 측정소 상세정보 및 읍면동 이름으로 TM 기준좌표 내역을 제공하는 측정소정보 조회 서비스",한국환경공단,측정소정보 조회 서비스
경찰청 홈페이지를 통해 분실한 핸드폰 정보를 조회 할 수 있다.,경찰청,핸드폰 찾기 정보 조회 서비스
,기타,"공통정보, 소개정보"
"실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.

2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.",기상청,(구)동네예보정보조회서비스
반려동물 등록대행업체 조회 정보를 조회할 수 있다.,농림축산식품부 농림축산검역본부,반려동물 등록대행업체 조회 서비스
동물보호관리시스템의 유기동물 정보를 조회할 수 있다.,농림축산식품부 농림축산검역본부,동물보호관리시스템 유기동물 조회 서비스
특정 정류소에 대한 버스 도착예정 정보 제공,서울특별시,버스도착정보조회 서비스
"버스노선목록
노선부가정보
정류소목록
경유정류소정보",경상남도 창원시,기반정보조회서비스
"정류소버스도착정보
노선/정류소별 도착정보",경상남도 창원시,버스도착정보조회
노선별버스위치목록,경상남도 창원시,노선별 버스위치목록
"노선버스위치정류소
노선별버스위치목록",경상남도 창원시,노선버스위치정류소
우정사업본부에서는 국내등기 우편물에 대한 건별 종적조회 기능을 제공합니다,과학기술정보통신부 우정사업본부,국내우편물 종적 조회 서비스
"국립국어원에서 제공하는 표준국어정보 중 저작권에 위배되지 않는 말뭉치(주요 어휘 용례)정보 약 8,666건에 대해 목록 및 상세정보를 조회할 수 있다.",문화체육관광부 국립국어원,말뭉치보기 서비스
6자리 우편번호를 지번주소를 기준으로 하여 조회하는 기능을 제공하는 지번주소조회 서비스,과학기술정보통신부 우정사업본부,(구)지번주소조회 서비스
6자리 우편번호를 도로명주로 기준으로 조회하는 도로명주소조회서비스,과학기술정보통신부 우정사업본부,(구)도로명주소조회서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 중문 번체로 제공한다.",한국관광공사,중문 번체 관광정보 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 중문 간체로 제공한다.",한국관광공사,중문 간체 관광정보 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 일문으로 제공한다.",한국관광공사,일문 관광정보 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 영문으로 제공한다.",한국관광공사,영문 관광정보 서비스
사건통계 정보 및 미개정 법령현황 정보를 제공한다.,헌법재판소,사건통계정보 서비스
"실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.

2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.",기상청,(구)동네예보정보조회서비스
"관광 지명, 음식명, 주요 시설 명 등 관광안내 번역에 필요한 외국어(영, 일, 중) 표기 검색 지원",한국관광공사,관광용어 외국어 용례사전
"TM 좌표기반으로 가까운 측정소 정보를 제공하고, 측정소 상세정보 및 읍면동 이름으로 TM 기준좌표 내역을 제공하는 측정소정보 조회 서비스",한국환경공단,측정소정보 조회 서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
광주광역시 BIS 정류소 정보,광주광역시,광주광역시 BIS 정류소 정보
광주광역시 BIS 도착정보,광주광역시,광주광역시 BIS 도착정보
광주광역시 BIS 노선정보,광주광역시,광주광역시 BIS 노선정보
광주광역시 BIS 노선-정류소 정보,광주광역시,광주광역시 BIS 노선-정류소 정보
"국가별 소속 대륙 구분코드 전체를 조회한다. 제공 데이터 건수 : 4건, 범위 : 대륙구분 코드, 대륙명 등",외교부,대륙 구분코드
국가별 최신 안전정보 제공,외교부,국가별 안전정보
외교부에서 지정하는 여행금지 국가 목록정보 및 상세정보를 조회할 수 있다.,외교부,여행금지제도
"외교부에서 지정하는 여행 유의, 자제, 제한 등 해외 여행경보 대상국가 목록 및 상세정보를 조회할 수 있다.
여행경보제도 목록조회 시 영문국가명으로 조회하여야하고 첫글자는 대문자이어야 한다. ex) Japan",외교부,여행경보제도
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"각종 기상자료를 응용하여 일반 국민의 일상생활 및 보건에 활용할 수 있도록 생산된 정보인 생활기상지수( 부패지수, 체감온도 등)를 특정위치(지점번호)별로 조회할 수 있는 서비스 입니다.
*산불위험지수, 실효습도, 황사영향지수는 서비스 되지 않습니다.",기상청,생활기상지수조회
"나라장터 개찰결과, 최종낙찰자 정보를 조회 할 수 있는 서비스이다.",조달청,낙찰정보
나라장터 공고현황 정보를 조회 할 수 있는 서비스이다.,조달청,입찰공고정보
"나라장터에 등록된 조달업체와 수요기관에 대한 정보를 제공하는 서비스로 조달업체정보에는 사업자등록번호, 업체명, 업체주소, 업체의 등록업종정보, 업체의 공급물품정보가 포함되며 수요기관정보에는 수요기관코드(행자부코드가 기본으로 제공되며 행자부코드가 없을 경우 나라장터 수요기관코드가 제공됨), 소관구분, 주소, 최상위기관코드, 최상위기관명 등이 포함됨",조달청,나라장터 사용자정보서비스
김해시 음식점정보조회 서비스는 해당 지역의 음식점 정보와 각 음식점들의 메뉴와 위치 등 상세 정보를 조회 할 수 있으며 김해시의 대표 맛집 100곳을 조회 할 수 있는 서비스이다.,경상남도 김해시,음식점 정보조회서비스
김해시 시정정보조회 서비스는 김해시청의 실시간 공지사항 정보와 김해시청의 채용공고 목록을 조회 할 수 있는 서비스이다.,경상남도 김해시,시정정보 조회서비스
"김해시 관광지정보서비스는 김해시의 주요 장소 정보를 조회하고 관광문화행사, 문화유산정보, 김해시를 대표하는 볼거리나 먹거리를 조회 할 수 있는 서비스이다.",경상남도 김해시,관광지정보조회서비스
"전국 자전거보관소 정보(보관소위치, 공기주입기비치여부, 수리대설치여부 등)를 제공합니다. 공공데이터 개방 표준데이터 속성정보(표현형식/단위 등)는 행정자치부에서 고시한 [공공데이터 개방 표준]을 참고하시기 바랍니다.",공공데이터활용지원센터,전국자전거보관소표준데이터
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 영문으로 제공한다.",한국관광공사,영문 관광정보 서비스
"TM 좌표기반으로 가까운 측정소 정보를 제공하고, 측정소 상세정보 및 읍면동 이름으로 TM 기준좌표 내역을 제공하는 측정소정보 조회 서비스",한국환경공단,측정소정보 조회 서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"인천 소재 모든 공영주차장의 위치, 주차면수, 급지, 무료시간, 요금 등을 볼 수 있습니다.",인천광역시,2014. 5월 현재 인천 전체 공영주차장 현황
"인천 소재 공영주차장 위치, 주차면수, 급지, 무료시간, 요금 등을 csv파일로 볼 수 있습니다.",인천광역시,2014. 5월 현재 전체 공영주차장 현황(csv파일)
,기타,인천시 공영주차장 정보
,기타,대전광역시 대전교통정보센터 - 정류장 버스도착정보
,기타,대전광역시 대전교통정보센터 - 정류장 버스도착정보
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"전국 주차장 정보(주차장 장소, 운영요일 등)를 제공합니다.",공공데이터활용지원센터,전국주차장표준데이터
"중기예보정보는 기상전망, 육상예보, 기온, 해상예보 정보를 조회하는 서비스입니다.",기상청,중기예보정보조회서비스
노선에 대한 정보 제공,서울특별시,노선정보조회 서비스
서대문구에 소재하고 있는 병원현황입니다,서울특별시 서대문구,병원현황(2014년)
"관내 병의원 및 약국현황 [병원(약국)명, 주소, 전화번호)",부산광역시 북구,병원현황(2013. 9월)
"각종 기상자료를 응용하여 일반 국민의 일상생활 및 보건에 활용할 수 있도록 생산된 정보인 생활기상지수( 부패지수, 체감온도 등)를 특정위치(지점번호)별로 조회할 수 있는 서비스 입니다.
*산불위험지수, 실효습도, 황사영향지수는 서비스 되지 않습니다.",기상청,생활기상지수조회
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"전국 및 지방자치단체 시내버스의 실시간 위치정보를 버스 노선별, 노선 정류소별로 조회한다.
시내버스 정류장정보, 노선정보, 도착예정정보, 노선운행정보, 위치정보 테이블에 실시간 정보로 제공된다.",국토교통부,버스위치정보조회서비스
"전국 및 지방자치단체 시내버스 노선 정보를 정류장정보 테이블의 정보를 활용하여 제공하며, 노선번호 목록, 노선별경유 정류소 목록, 노선정보항목 등을 조회할 수 있다.",국토교통부,버스노선정보조회서비스
"출국 전 꼭 참고해야할, 국가의 공지사항 목록정보와 상세정보를 조회할 수 있다.",외교부,국가별 공지사항 목록조회
"외교부에서 지정하는 여행 유의, 자제, 제한 등 해외 여행경보 대상국가 목록 및 상세정보를 조회할 수 있다.

여행유의(일부): 방콕 및 논타부리 주 전역, 빠툼타니 주 및 사뭇쁘라깐 주 방콕 접경 지역여행자제(일부): 수린주,시사켓주의 캄보디아와의 국경지역여행제한(일부): 나라티왓 주, 파타니 주, 얄라 주, 송크흘라 주 남부 말레이시아 인접지역",외교부,여행경보제도
인천공항 취항항공사 현황조회,인천국제공항공사,[인천공항] 취항항공사 현황 조회
외교부에서 지정하는 여행금지 국가 목록정보 및 상세정보를 조회할 수 있다.,외교부,여행금지제도
"출국 전 꼭 참고해야할, 국가의 공지사항 목록정보와 상세정보를 조회할 수 있다.",외교부,국가별 공지사항 목록조회
여권 분실 등 해외 여행 중 도움이 필요한 경우 해외 국가의 현지 대사관 연락처 등 연락처 목록 및 상세정보 조회가 가능하다.,외교부,현지 연락처
"사건 사고가 발생한 국가명, 대륙, 사건사고 현황 등 목록정보 및 사고 내용에 대한 상세 정보를 조회할 수 있다.",외교부,사건사고 현황
"외교부에서 지정하는 여행 유의, 자제, 제한 등 해외 여행경보 대상국가 목록 및 상세정보를 조회할 수 있다.
여행경보제도 목록조회 시 영문국가명으로 조회하여야하고 첫글자는 대문자이어야 한다. ex) Japan",외교부,여행경보제도
"외교부에서 지정하는 여행 유의, 자제, 제한 등 해외 여행경보 대상국가 목록 및 상세정보를 조회할 수 있다.

여행유의(일부): 방콕 및 논타부리 주 전역, 빠툼타니 주 및 사뭇쁘라깐 주 방콕 접경 지역여행자제(일부): 수린주,시사켓주의 캄보디아와의 국경지역여행제한(일부): 나라티왓 주, 파타니 주, 얄라 주, 송크흘라 주 남부 말레이시아 인접지역",외교부,여행경보제도
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"해당 노선의 운행차량에 대한 현재 위치(정류소)와 막차, 저상버스 여부 등에 대한 실시간 운행정보를 제공한다.",경기도,버스 위치 정보 조회 서비스
"정류소와 노선번호을 기준으로 첫번째/두번째 도착예정 버스의 위치정보와 도착예정시간, 빈자리, 저상버스 정보를 제공하는 버스도착정보조회 서비스",경기도,버스 도착 정보 조회 서비스
"해당 노선에 대해 노선번호, 노선ID, 노선유형, 운행지역 등의 일반정보를 제공한다.",경기도,버스노선 조회 서비스
6자리 우편번호를 도로명주로 기준으로 조회하는 도로명주소조회서비스,과학기술정보통신부 우정사업본부,(구)도로명주소조회서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
,기타,자외선정보
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 중문 번체로 제공한다.",한국관광공사,중문 번체 관광정보 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 중문 간체로 제공한다.",한국관광공사,중문 간체 관광정보 서비스
"전국 병?의원 정보를 조회하기 위한 서비스로서 주소별, 기관별로 조회할 수 있다",국립중앙의료원,전국 병?의원 찾기 서비스
"전국 응급의료기관 정보를 조회하기 위한 서비스로서 실시간 응급실 가용병상정보 및 중증질환 수용가능정보, 위치정보등을 조회할 수 있다.",국립중앙의료원,전국 응급의료정보조회 서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.

2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.",기상청,(구)동네예보정보조회서비스
"전국어린이놀이시설의 우수시설정보(우수시설일련번호, 놀이시설일련번호, 놀이시설명, 지역분류코드)를 제공한다.",행정안전부,전국우수어린이놀이시설정보서비스
"실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.

2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.",기상청,(구)동네예보정보조회서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
서대문구에 소재하고 있는 병원현황입니다,서울특별시 서대문구,병원현황(2014년)
"전국 병?의원 정보를 조회하기 위한 서비스로서 주소별, 기관별로 조회할 수 있다",국립중앙의료원,전국 병?의원 찾기 서비스
"중기예보정보는 기상전망, 육상예보, 기온, 해상예보 정보를 조회하는 서비스입니다.",기상청,중기예보정보조회서비스
"실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.

2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.",기상청,(구)동네예보정보조회서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"TM 좌표기반으로 가까운 측정소 정보를 제공하고, 측정소 상세정보 및 읍면동 이름으로 TM 기준좌표 내역을 제공하는 측정소정보 조회 서비스",한국환경공단,측정소정보 조회 서비스
경찰청 홈페이지를 통해 분실한 핸드폰 정보를 조회 할 수 있다.,경찰청,핸드폰 찾기 정보 조회 서비스
"실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.

2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.",기상청,(구)동네예보정보조회서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
,기타,"오존황사 발생정보조회 서비스, 측정소정보 조회 서비스"
"실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.

2015년 12월 9일부터 (신)동네예보정보조회서비스 를 제공하고 있으며 (구)동네예보정보조회서비스는 2016년 3월 8일 폐기될 예정이라 신규 신청을 받지 않습니다.",기상청,(구)동네예보정보조회서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
